duracion_dias,monto_pagado,infracciones_previas,tipo_vehiculo,zona_circulacion
27.0,89169.27,3,Furgoneta,Zona A
7.0,8396.92,1,Monopatin,Zona D
15.0,3728.47,0,Monopatin,Zona C
26.0,6966.22,0,Bicicleta,Zona B
1.0,3784.61,1,Bicicleta,Zona D
24.0,5652.21,0,Monopatin,Zona C
4.0,6728.16,2,Bicicleta,Zona D
15.0,2899.5,3,Monopatin,Zona B
25.0,24523.07,4,Moto,Zona D
1.0,7241.95,1,Monopatin,Zona D
11.0,107327.06,2,Camion,Zona D
18.0,7374.77,1,Bicicleta,Zona C
14.0,7183.56,0,Monopatin,Zona B
22.0,4992.49,1,Monopatin,Zona A
11.0,5101.66,0,Bicicleta,Zona C
10.0,30167.49,0,Moto,Zona A
27.0,33434.45,2,Moto,Zona A
17.0,7519.1,4,Bicicleta,Zona C
4.0,51957.4,1,Coche,Zona C
24.0,4853.15,0,Bicicleta,Zona B
15.0,5910.59,1,Bicicleta,Zona B
26.0,22502.2,0,Moto,Zona D
16.0,25576.98,0,Moto,Zona A
21.0,6512.61,4,Bicicleta,Zona B
13.0,7110.13,0,Bicicleta,Zona D
9.0,7702.84,0,Bicicleta,Zona B
11.0,17514.81,2,Moto,Zona C
6.0,10774.26,1,Bicicleta,Zona A
1.0,65695.46,1,Furgoneta,Zona B
22.0,36486.04,1,Coche,Zona A
6.0,195064.48,0,Camion,Zona C
13.0,53384.04,0,Coche,Zona A
22.0,61451.88,0,Furgoneta,Zona B
24.0,143166.02,1,Camion,Zona D
22.0,8614.66,0,Bicicleta,Zona C
5.0,66315.53,0,Furgoneta,Zona B
15.0,7882.52,5,Bicicleta,Zona C
27.0,22814.2,0,Moto,Zona C
18.0,6485.12,2,Monopatin,Zona B
20.0,96352.22,2,Furgoneta,Zona B
14.0,8927.92,3,Moto,Zona D
15.0,125669.82,3,Furgoneta,Zona C
15.0,73080.4,1,Furgoneta,Zona C
5.0,37917.72,1,Moto,Zona B
26.0,145777.84,1,Camion,Zona A
4.0,53723.45,0,Coche,Zona B
2.0,7774.01,0,Bicicleta,Zona C
7.0,146210.65,0,Furgoneta,Zona B
10.0,7348.04,0,Bicicleta,Zona D
16.0,3993.0,2,Monopatin,Zona A
10.0,20640.18,4,Moto,Zona B
18.0,8002.54,2,Bicicleta,Zona D
17.0,24994.85,0,Moto,Zona C
21.0,10409.66,0,Bicicleta,Zona B
28.0,61373.74,2,Coche,Zona C
13.0,61392.36,0,Coche,Zona D
1.0,46576.43,2,Coche,Zona C
1.0,60147.83,2,Coche,Zona D
15.0,61719.45,1,Coche,Zona D
1.0,49002.16,0,Coche,Zona D
6.0,27094.0,0,Moto,Zona B
25.0,98720.75,0,Furgoneta,Zona C
26.0,8506.8,1,Bicicleta,Zona C
13.0,54598.67,4,Coche,Zona A
27.0,35553.21,0,Moto,Zona A
28.0,26642.6,0,Moto,Zona A
1.0,20442.01,1,Moto,Zona A
5.0,47703.68,0,Furgoneta,Zona C
9.0,8271.56,2,Coche,Zona D
25.0,72044.79,0,Furgoneta,Zona D
17.0,149099.3,4,Camion,Zona B
16.0,36832.74,3,Moto,Zona D
8.0,82930.62,3,Camion,Zona C
17.0,3671.23,0,Monopatin,Zona C
15.0,49637.61,0,Coche,Zona C
24.0,38001.02,2,Coche,Zona B
1.0,74671.38,2,Coche,Zona A
12.0,6713.18,1,Bicicleta,Zona D
5.0,83720.0,0,Camion,Zona C
24.0,9982.12,0,Bicicleta,Zona C
6.0,81806.77,4,Furgoneta,Zona A
25.0,77455.53,0,Coche,Zona C
1.0,8861.62,0,Bicicleta,Zona D
25.0,11092.48,0,Bicicleta,Zona B
1.0,39068.05,2,Coche,Zona C
10.0,93316.54,0,Camion,Zona D
10.0,83313.06,1,Coche,Zona C
3.0,6538.6,0,Bicicleta,Zona A
17.0,85830.62,0,Camion,Zona C
19.0,77835.14,1,Camion,Zona C
15.0,78736.26,0,Coche,Zona B
11.0,7340.73,0,Bicicleta,Zona A
29.0,89681.41,1,Furgoneta,Zona A
18.0,8363.35,0,Bicicleta,Zona B
15.0,19574.43,0,Coche,Zona C
9.0,4555.55,3,Monopatin,Zona D
15.0,100296.41,3,Coche,Zona A
28.0,96180.04,0,Furgoneta,Zona C
14.0,171625.36,0,Camion,Zona C
4.0,130525.51,2,Camion,Zona A
29.0,112001.61,1,Furgoneta,Zona C
17.0,70629.12,0,Camion,Zona D
15.0,54118.47,2,Camion,Zona A
12.0,26819.83,1,Moto,Zona D
28.0,6592.77,0,Bicicleta,Zona D
20.0,10109.04,0,Bicicleta,Zona C
18.0,4534.33,0,Monopatin,Zona D
3.0,5220.79,4,Monopatin,Zona C
11.0,25607.38,1,Moto,Zona B
25.0,5169.33,0,Monopatin,Zona C
18.0,66976.51,1,Furgoneta,Zona B
4.0,29530.28,1,Coche,Zona B
17.0,46712.13,0,Coche,Zona C
18.0,71750.63,0,Coche,Zona D
5.0,20433.79,1,Moto,Zona A
14.0,20392.4,0,Moto,Zona A
10.0,125675.31,0,Camion,Zona C
15.0,32343.46,0,Coche,Zona C
1.0,104083.72,0,Furgoneta,Zona A
16.0,3377.4,1,Monopatin,Zona D
11.0,73056.87,0,Furgoneta,Zona D
23.0,8808.36,1,Monopatin,Zona D
20.0,32861.54,0,Coche,Zona C
6.0,72085.56,1,Coche,Zona B
24.0,51818.72,0,Coche,Zona B
29.0,26967.39,1,Moto,Zona B
22.0,3785.96,1,Monopatin,Zona B
2.0,22255.56,2,Moto,Zona C
1.0,5245.32,0,Bicicleta,Zona C
15.0,114935.85,4,Furgoneta,Zona B
24.0,70739.63,2,Furgoneta,Zona C
9.0,53062.2,1,Camion,Zona C
22.0,22984.7,3,Moto,Zona B
12.0,6212.1,0,Monopatin,Zona D
15.0,9556.07,0,Bicicleta,Zona C
25.0,6461.89,1,Bicicleta,Zona D
28.0,56540.45,4,Furgoneta,Zona C
29.0,14753.67,0,Moto,Zona C
15.0,119180.53,1,Camion,Zona B
19.0,26132.47,2,Moto,Zona C
27.0,60634.41,3,Coche,Zona A
22.0,23882.24,0,Moto,Zona A
10.0,47319.98,0,Coche,Zona B
29.0,45822.6,0,Coche,Zona D
26.0,125497.26,1,Camion,Zona D
27.0,4799.5,3,Monopatin,Zona D
15.0,102538.09,1,Coche,Zona A
14.0,27331.34,3,Moto,Zona B
9.0,51620.03,2,Coche,Zona D
27.0,24687.01,1,Moto,Zona B
13.0,3587.26,0,Monopatin,Zona D
3.0,79984.34,0,Furgoneta,Zona A
21.0,4030.21,0,Monopatin,Zona A
29.0,88317.22,0,Furgoneta,Zona A
14.0,7498.74,0,Bicicleta,Zona B
21.0,119943.55,0,Furgoneta,Zona B
10.0,74569.78,0,Camion,Zona C
16.0,1000.0,1,Monopatin,Zona D
7.0,54014.95,0,Coche,Zona B
4.0,6456.21,1,Bicicleta,Zona A
27.0,125798.18,1,Camion,Zona A
20.0,15732.72,1,Moto,Zona B
23.0,7863.44,1,Monopatin,Zona B
25.0,44202.33,1,Coche,Zona B
15.0,63009.31,3,Furgoneta,Zona C
16.0,78357.38,0,Coche,Zona A
15.0,31302.57,0,Moto,Zona C
4.0,11334.83,0,Bicicleta,Zona C
22.0,7586.78,1,Bicicleta,Zona D
22.0,5070.36,0,Monopatin,Zona A
23.0,6567.86,0,Bicicleta,Zona A
17.0,3929.79,0,Monopatin,Zona B
13.0,5597.36,1,Monopatin,Zona B
11.0,4447.32,1,Monopatin,Zona D
3.0,133299.66,0,Furgoneta,Zona C
9.0,150330.91,0,Camion,Zona B
6.0,7824.89,3,Monopatin,Zona B
22.0,1656.98,2,Monopatin,Zona A
21.0,188235.16,0,Camion,Zona A
11.0,14225.8,3,Coche,Zona B
16.0,3108.63,0,Monopatin,Zona A
19.0,37936.47,0,Coche,Zona D
15.0,8583.32,0,Bicicleta,Zona B
5.0,7956.33,3,Bicicleta,Zona A
14.0,30961.89,0,Moto,Zona D
17.0,24336.52,0,Moto,Zona A
3.0,10940.24,3,Bicicleta,Zona A
4.0,5761.54,1,Bicicleta,Zona A
16.0,109955.91,2,Furgoneta,Zona B
16.0,118893.34,0,Camion,Zona C
21.0,42668.95,0,Moto,Zona A
26.0,151388.65,5,Camion,Zona D
25.0,72712.12,1,Furgoneta,Zona B
4.0,7918.22,2,Bicicleta,Zona B
19.0,3486.33,4,Coche,Zona D
26.0,132936.97,1,Camion,Zona A
17.0,7269.93,0,Bicicleta,Zona C
15.0,9738.0,0,Bicicleta,Zona A
15.0,29930.01,0,Coche,Zona D
22.0,108131.78,0,Camion,Zona B
23.0,3260.72,3,Monopatin,Zona C
26.0,80495.71,0,Camion,Zona B
24.0,9454.52,3,Bicicleta,Zona D
28.0,6686.76,2,Monopatin,Zona A
1.0,24018.91,5,Furgoneta,Zona C
12.0,77928.12,4,Coche,Zona B
4.0,11369.81,1,Bicicleta,Zona B
11.0,14899.93,3,Moto,Zona B
5.0,31201.33,1,Moto,Zona A
2.0,43097.21,1,Coche,Zona C
17.0,77645.59,1,Furgoneta,Zona A
8.0,9444.93,1,Bicicleta,Zona A
6.0,137279.85,0,Camion,Zona A
21.0,41405.06,0,Coche,Zona D
29.0,66146.42,0,Furgoneta,Zona D
9.0,101343.85,0,Camion,Zona D
15.0,33571.21,0,Moto,Zona C
11.0,11036.38,3,Moto,Zona A
29.0,114171.09,1,Camion,Zona A
16.0,73588.2,0,Coche,Zona D
27.0,10522.31,3,Bicicleta,Zona A
2.0,4777.91,2,Monopatin,Zona B
10.0,78111.73,1,Camion,Zona A
12.0,122004.75,0,Camion,Zona B
8.0,19832.98,0,Moto,Zona B
11.0,83460.3,1,Coche,Zona C
10.0,7620.38,0,Bicicleta,Zona D
15.0,59561.88,0,Coche,Zona B
25.0,120857.41,3,Furgoneta,Zona D
17.0,53678.02,1,Furgoneta,Zona B
7.0,1580.41,0,Monopatin,Zona B
15.0,28675.1,0,Moto,Zona B
3.0,30087.46,0,Moto,Zona C
20.0,21894.27,0,Moto,Zona A
13.0,3265.62,1,Monopatin,Zona B
19.0,87435.66,0,Furgoneta,Zona C
7.0,49643.8,2,Coche,Zona B
9.0,5483.3,2,Monopatin,Zona A
19.0,3300.57,1,Monopatin,Zona B
13.0,54871.93,2,Coche,Zona C
22.0,31146.52,0,Moto,Zona A
15.0,4385.87,1,Bicicleta,Zona C
22.0,71906.25,1,Coche,Zona A
15.0,86107.83,1,Furgoneta,Zona A
29.0,150634.0,0,Camion,Zona D
23.0,73958.5,0,Camion,Zona D
2.0,6023.88,0,Monopatin,Zona D
18.0,60792.9,1,Camion,Zona A
18.0,5724.21,2,Bicicleta,Zona B
11.0,26975.26,1,Moto,Zona C
1.0,73377.2,2,Coche,Zona C
14.0,8065.99,0,Bicicleta,Zona C
16.0,126257.28,3,Furgoneta,Zona B
11.0,80283.54,1,Furgoneta,Zona A
1.0,30322.76,0,Moto,Zona D
7.0,4899.85,1,Monopatin,Zona B
15.0,116530.15,1,Camion,Zona A
16.0,17662.99,0,Moto,Zona C
14.0,8883.49,2,Bicicleta,Zona D
15.0,8803.22,3,Monopatin,Zona D
14.0,8210.87,0,Bicicleta,Zona B
28.0,4599.49,0,Monopatin,Zona B
21.0,10736.34,0,Bicicleta,Zona D
11.0,32671.02,3,Moto,Zona B
16.0,5658.59,0,Monopatin,Zona C
19.0,4537.45,0,Monopatin,Zona B
17.0,107466.26,0,Furgoneta,Zona B
27.0,82902.32,0,Furgoneta,Zona D
26.0,63706.41,0,Coche,Zona D
6.0,6033.69,0,Bicicleta,Zona A
11.0,65918.96,0,Furgoneta,Zona A
17.0,51453.2,0,Coche,Zona D
9.0,50355.03,3,Furgoneta,Zona B
18.0,7112.24,3,Bicicleta,Zona B
17.0,3080.69,0,Monopatin,Zona B
12.0,64388.9,1,Camion,Zona A
23.0,13846.38,1,Bicicleta,Zona A
22.0,20432.69,0,Moto,Zona C
22.0,67495.21,0,Furgoneta,Zona C
5.0,81925.26,1,Furgoneta,Zona A
11.0,3407.39,0,Monopatin,Zona B
4.0,21237.49,1,Moto,Zona A
27.0,7751.61,1,Monopatin,Zona C
4.0,27685.75,1,Moto,Zona B
3.0,155498.94,2,Camion,Zona C
26.0,117766.23,1,Furgoneta,Zona B
24.0,85055.59,4,Furgoneta,Zona C
23.0,112035.16,2,Camion,Zona B
25.0,28492.18,0,Coche,Zona B
17.0,4425.66,1,Monopatin,Zona B
7.0,114150.08,1,Camion,Zona B
26.0,3789.08,1,Monopatin,Zona D
15.0,11708.54,0,Bicicleta,Zona C
15.0,106455.07,0,Furgoneta,Zona C
13.0,6478.31,4,Monopatin,Zona D
12.0,24128.48,2,Moto,Zona B
1.0,3450.45,0,Monopatin,Zona B
15.0,11187.2,0,Bicicleta,Zona C
19.0,88048.67,2,Furgoneta,Zona D
15.0,147830.97,0,Camion,Zona B
20.0,9486.19,0,Bicicleta,Zona B
18.0,87455.05,1,Furgoneta,Zona B
11.0,7999.42,2,Monopatin,Zona A
20.0,40139.09,0,Coche,Zona D
3.0,45366.06,2,Coche,Zona B
29.0,37308.69,1,Moto,Zona A
17.0,81969.52,1,Furgoneta,Zona D
12.0,48111.0,0,Coche,Zona B
10.0,110891.74,0,Camion,Zona C
8.0,96303.26,0,Furgoneta,Zona A
15.0,111745.75,0,Coche,Zona A
5.0,107704.08,0,Camion,Zona B
4.0,59942.23,0,Coche,Zona B
26.0,82238.17,0,Furgoneta,Zona A
21.0,8076.84,0,Bicicleta,Zona C
20.0,70917.97,0,Coche,Zona D
19.0,61479.59,1,Coche,Zona B
21.0,7276.97,0,Monopatin,Zona C
4.0,62448.8,0,Furgoneta,Zona B
15.0,105685.51,0,Furgoneta,Zona C
17.0,96653.39,1,Camion,Zona B
12.0,3151.41,0,Monopatin,Zona D
3.0,3795.4,3,Monopatin,Zona D
10.0,83153.85,1,Furgoneta,Zona D
15.0,157006.26,0,Camion,Zona C
24.0,23850.39,1,Moto,Zona D
23.0,5522.69,0,Bicicleta,Zona A
15.0,60579.97,0,Coche,Zona B
1.0,103126.94,1,Furgoneta,Zona A
3.0,8715.88,3,Bicicleta,Zona A
21.0,17107.61,0,Moto,Zona D
26.0,31065.32,0,Moto,Zona D
27.0,164180.81,0,Camion,Zona C
12.0,11679.24,1,Bicicleta,Zona C
1.0,104242.91,1,Camion,Zona C
3.0,56544.57,0,Coche,Zona B
3.0,4198.2,2,Monopatin,Zona C
5.0,3616.46,0,Monopatin,Zona A
15.0,7374.81,1,Monopatin,Zona C
29.0,9354.96,0,Bicicleta,Zona D
25.0,6939.12,2,Monopatin,Zona C
1.0,31627.62,2,Coche,Zona B
4.0,130383.09,2,Camion,Zona B
29.0,9219.92,0,Bicicleta,Zona A
29.0,90041.57,1,Camion,Zona B
26.0,11570.81,1,Bicicleta,Zona C
26.0,111161.28,5,Camion,Zona D
4.0,28402.26,0,Moto,Zona B
15.0,100190.7,2,Camion,Zona A
14.0,3208.39,0,Monopatin,Zona C
27.0,133646.56,0,Camion,Zona B
1.0,8053.719999999999,0,Bicicleta,Zona B
22.0,7332.4,0,Bicicleta,Zona A
16.0,8844.39,0,Bicicleta,Zona C
3.0,110389.7,0,Furgoneta,Zona B
23.0,39742.86,2,Coche,Zona D
21.0,9344.65,0,Bicicleta,Zona B
9.0,26518.68,2,Moto,Zona C
23.0,7557.41,1,Coche,Zona B
4.0,40506.64,2,Furgoneta,Zona A
21.0,4982.01,1,Monopatin,Zona B
5.0,30045.16,0,Moto,Zona B
11.0,87775.34,1,Furgoneta,Zona C
21.0,2841.99,1,Monopatin,Zona A
26.0,34352.91,1,Moto,Zona C
9.0,179325.13,2,Camion,Zona B
26.0,48357.54,1,Coche,Zona D
3.0,84666.15,0,Coche,Zona B
6.0,60090.8,2,Furgoneta,Zona C
24.0,3091.85,1,Monopatin,Zona D
11.0,34777.67,0,Coche,Zona C
9.0,5367.71,1,Monopatin,Zona C
29.0,2332.48,1,Monopatin,Zona A
15.0,72538.09,1,Furgoneta,Zona D
23.0,150429.21,4,Furgoneta,Zona B
28.0,43908.21,0,Furgoneta,Zona C
3.0,41793.36,1,Coche,Zona B
1.0,55134.36,2,Furgoneta,Zona A
20.0,45727.74,1,Coche,Zona A
29.0,71644.23,0,Furgoneta,Zona D
22.0,6393.05,0,Bicicleta,Zona A
19.0,4765.54,1,Monopatin,Zona A
14.0,95196.93,0,Furgoneta,Zona B
17.0,35390.09,3,Coche,Zona A
22.0,4573.36,0,Monopatin,Zona A
14.0,5008.68,1,Coche,Zona C
15.0,91118.14,0,Furgoneta,Zona A
25.0,75511.98,1,Camion,Zona C
27.0,76336.38,1,Furgoneta,Zona A
14.0,4241.7,0,Monopatin,Zona A
15.0,32139.5,1,Moto,Zona D
16.0,7627.74,0,Monopatin,Zona D
1.0,19172.03,1,Moto,Zona B
13.0,69199.85,1,Coche,Zona A
6.0,4499.91,0,Bicicleta,Zona B
15.0,5301.01,0,Monopatin,Zona D
12.0,86239.92,1,Furgoneta,Zona B
23.0,27741.28,0,Coche,Zona D
19.0,6011.78,0,Bicicleta,Zona D
6.0,57782.7,2,Furgoneta,Zona A
7.0,72789.63,0,Coche,Zona D
1.0,16010.77,1,Furgoneta,Zona B
1.0,23445.63,1,Coche,Zona D
29.0,24349.2,0,Moto,Zona C
5.0,116593.48,0,Camion,Zona A
6.0,61485.59,1,Coche,Zona A
16.0,3349.2,0,Bicicleta,Zona C
25.0,79645.365,0,Furgoneta,Zona C
16.0,44199.83,1,Coche,Zona C
14.0,63301.34,1,Coche,Zona D
1.0,152128.69,0,Camion,Zona A
13.0,3475.11,1,Monopatin,Zona C
20.0,23530.72,1,Moto,Zona D
10.0,37205.02,1,Camion,Zona C
10.0,11360.72,4,Bicicleta,Zona B
9.0,14126.52,0,Moto,Zona A
13.0,16308.37,0,Moto,Zona D
3.0,79231.33,0,Furgoneta,Zona B
27.0,5229.94,0,Monopatin,Zona B
18.0,41874.12,0,Coche,Zona D
20.0,6043.11,0,Bicicleta,Zona C
2.0,18965.07,1,Moto,Zona D
17.0,7882.33,0,Bicicleta,Zona C
28.0,29396.03,1,Moto,Zona B
19.0,7881.67,0,Bicicleta,Zona B
15.0,11805.59,1,Moto,Zona A
13.0,10080.94,2,Bicicleta,Zona A
1.0,49229.15,2,Coche,Zona A
2.0,104281.46,3,Camion,Zona D
1.0,129184.98,1,Camion,Zona B
24.0,37342.85,0,Coche,Zona B
5.0,7001.94,1,Bicicleta,Zona D
15.0,39821.68,0,Coche,Zona D
29.0,4050.38,0,Bicicleta,Zona A
28.0,22872.92,0,Coche,Zona B
7.0,56685.99,0,Coche,Zona C
24.0,24766.68,0,Moto,Zona A
22.0,7840.47,0,Bicicleta,Zona B
13.0,52116.73,0,Furgoneta,Zona B
29.0,24845.88,0,Moto,Zona C
23.0,43993.18,2,Coche,Zona B
28.0,4099.91,0,Monopatin,Zona B
15.0,48874.24,4,Coche,Zona A
24.0,54446.46,0,Coche,Zona A
21.0,12199.77,2,Bicicleta,Zona C
15.0,9356.7,0,Bicicleta,Zona C
1.0,31431.72,3,Moto,Zona B
5.0,106511.72,0,Furgoneta,Zona A
17.0,19269.83,1,Moto,Zona C
28.0,108448.16,0,Camion,Zona C
29.0,36426.34,1,Coche,Zona D
8.0,3977.27,0,Monopatin,Zona C
15.0,43576.36,1,Coche,Zona B
20.0,39415.17,1,Coche,Zona A
4.0,26680.77,3,Moto,Zona C
2.0,5649.26,1,Monopatin,Zona D
5.0,4917.81,0,Monopatin,Zona A
1.0,4531.88,0,Monopatin,Zona C
25.0,22741.51,1,Moto,Zona D
5.0,27913.91,0,Coche,Zona C
15.0,19253.91,2,Moto,Zona A
2.0,10096.29,0,Bicicleta,Zona A
26.0,10065.39,1,Bicicleta,Zona A
26.0,12781.08,1,Moto,Zona B
1.0,5708.19,0,Monopatin,Zona C
4.0,27945.69,1,Coche,Zona B
7.0,21988.88,0,Moto,Zona A
22.0,24270.11,0,Moto,Zona D
26.0,30645.82,4,Moto,Zona C
1.0,113714.83,0,Camion,Zona B
1.0,5566.73,1,Bicicleta,Zona C
8.0,3224.09,1,Monopatin,Zona D
20.0,84031.73,1,Furgoneta,Zona B
16.0,4049.3,0,Monopatin,Zona A
21.0,70191.35,1,Furgoneta,Zona B
13.0,154936.73,0,Camion,Zona C
23.0,28261.73,0,Moto,Zona C
24.0,177128.25,4,Camion,Zona C
26.0,83344.89,0,Camion,Zona C
23.0,39362.13,2,Coche,Zona A
15.0,8440.85,0,Bicicleta,Zona B
20.0,123651.14,0,Furgoneta,Zona A
10.0,19038.51,0,Moto,Zona A
12.0,80921.86,0,Furgoneta,Zona A
1.0,6981.85,0,Monopatin,Zona C
15.0,81198.1,0,Furgoneta,Zona C
15.0,6530.01,1,Monopatin,Zona C
3.0,12697.97,0,Bicicleta,Zona B
28.0,5442.69,0,Monopatin,Zona D
19.0,91003.53,0,Furgoneta,Zona C
26.0,97830.68,2,Furgoneta,Zona B
9.0,3643.44,0,Monopatin,Zona C
10.0,66663.6,4,Camion,Zona C
19.0,8380.29,0,Bicicleta,Zona A
16.0,40623.06,0,Coche,Zona A
24.0,32895.69,0,Moto,Zona A
18.0,87543.13,0,Furgoneta,Zona B
14.0,32768.59,2,Moto,Zona D
29.0,31975.27,0,Coche,Zona D
3.0,32511.52,0,Moto,Zona B
2.0,15518.63,0,Coche,Zona C
1.0,3320.58,0,Coche,Zona B
18.0,142760.58,4,Camion,Zona C
24.0,67938.53,2,Furgoneta,Zona B
15.0,43905.47,0,Coche,Zona B
13.0,25804.26,0,Moto,Zona B
2.0,114126.92,3,Furgoneta,Zona D
7.0,50816.3,1,Camion,Zona A
16.0,6873.06,3,Monopatin,Zona B
21.0,111379.04,0,Furgoneta,Zona D
15.0,42434.4,0,Coche,Zona A
25.0,94984.15,1,Camion,Zona A
15.0,24115.22,1,Moto,Zona B
22.0,94217.82,1,Camion,Zona C
11.0,132411.96,0,Camion,Zona C
1.0,9140.03,1,Bicicleta,Zona C
21.0,64059.26,0,Camion,Zona B
7.0,86867.18,0,Camion,Zona C
15.0,51556.66,1,Furgoneta,Zona D
8.0,26610.16,1,Coche,Zona D
10.0,100935.97,1,Furgoneta,Zona D
5.0,54237.55,4,Furgoneta,Zona D
9.0,62979.14,1,Coche,Zona A
25.0,57804.81,1,Furgoneta,Zona D
25.0,9724.69,1,Bicicleta,Zona C
1.0,7319.04,0,Bicicleta,Zona B
2.0,43374.49,2,Coche,Zona C
19.0,6713.68,0,Monopatin,Zona D
14.0,38407.68,1,Moto,Zona A
20.0,10436.88,0,Moto,Zona D
10.0,94386.46,0,Furgoneta,Zona B
9.0,84256.02,0,Furgoneta,Zona C
15.0,5986.82,1,Monopatin,Zona B
29.0,45475.66,0,Furgoneta,Zona B
6.0,16867.6,0,Moto,Zona B
17.0,95828.53,1,Camion,Zona C
28.0,8511.36,0,Bicicleta,Zona D
25.0,93624.46,0,Camion,Zona B
6.0,108371.18,0,Camion,Zona C
4.0,31228.96,1,Moto,Zona A
20.0,193757.29,1,Camion,Zona C
3.0,6138.8,2,Monopatin,Zona A
23.0,62890.93,0,Coche,Zona C
19.0,75635.57,0,Furgoneta,Zona D
18.0,36640.95,0,Coche,Zona B
26.0,7217.7,4,Bicicleta,Zona D
15.0,78610.35,1,Furgoneta,Zona C
4.0,78235.04,1,Camion,Zona B
8.0,9956.29,3,Bicicleta,Zona A
17.0,116466.81,0,Furgoneta,Zona C
5.0,5183.63,0,Monopatin,Zona B
13.0,6626.11,1,Monopatin,Zona A
25.0,6812.65,2,Monopatin,Zona A
1.0,3448.02,1,Monopatin,Zona D
27.0,119417.185,2,Camion,Zona C
13.0,42514.76,1,Coche,Zona A
4.0,82301.18,2,Furgoneta,Zona B
22.0,76939.26,1,Camion,Zona A
26.0,7133.34,0,Monopatin,Zona A
24.0,79232.02,1,Coche,Zona D
14.0,8430.07,1,Bicicleta,Zona D
3.0,5643.69,1,Bicicleta,Zona B
5.0,9167.11,0,Bicicleta,Zona D
7.0,3522.59,0,Monopatin,Zona A
1.0,10743.42,0,Bicicleta,Zona A
23.0,23264.26,5,Moto,Zona D
29.0,97454.07,0,Furgoneta,Zona A
12.0,101645.53,0,Furgoneta,Zona A
11.0,5806.94,1,Monopatin,Zona B
24.0,38389.61,3,Moto,Zona D
8.0,126417.83,2,Camion,Zona A
25.0,101884.97,3,Camion,Zona D
6.0,2954.75,1,Bicicleta,Zona B
28.0,15740.58,2,Coche,Zona D
22.0,143473.37,0,Camion,Zona A
2.0,47242.34,0,Coche,Zona D
19.0,60430.5,2,Furgoneta,Zona A
20.0,33291.42,0,Coche,Zona A
20.0,97782.9,3,Coche,Zona A
24.0,17623.49,0,Moto,Zona B
14.0,37229.96,0,Moto,Zona D
1.0,8526.48,0,Monopatin,Zona B
10.0,3649.94,1,Monopatin,Zona D
16.0,9607.58,0,Bicicleta,Zona B
4.0,135840.78,0,Camion,Zona C
27.0,5629.64,3,Bicicleta,Zona A
28.0,56432.29,3,Furgoneta,Zona A
29.0,7705.78,0,Bicicleta,Zona B
11.0,32924.16,1,Coche,Zona C
16.0,106190.17,1,Furgoneta,Zona A
27.0,4630.83,0,Monopatin,Zona D
20.0,16595.29,1,Moto,Zona B
1.0,4866.52,0,Monopatin,Zona A
16.0,136791.24,0,Camion,Zona A
19.0,62613.26,2,Furgoneta,Zona B
21.0,32165.81,1,Furgoneta,Zona B
9.0,76188.01,1,Camion,Zona D
9.0,19046.89,1,Moto,Zona A
9.0,91258.52,1,Coche,Zona A
27.0,65890.43,1,Furgoneta,Zona B
17.0,47883.32,1,Coche,Zona A
12.0,11487.32,0,Bicicleta,Zona A
25.0,22359.72,0,Moto,Zona B
13.0,8031.97,1,Monopatin,Zona A
8.0,146636.93,2,Camion,Zona A
16.0,57647.02,0,Furgoneta,Zona C
18.0,68567.51,0,Furgoneta,Zona D
29.0,3106.04,1,Monopatin,Zona B
15.0,29780.92,0,Coche,Zona C
15.0,11178.84,0,Bicicleta,Zona D
1.0,71398.55,0,Furgoneta,Zona D
12.0,11039.54,0,Moto,Zona D
6.0,5540.7,0,Monopatin,Zona C
9.0,37070.26,0,Coche,Zona C
23.0,6294.39,2,Bicicleta,Zona D
5.0,131214.98,0,Camion,Zona A
27.0,109567.62,1,Furgoneta,Zona A
15.0,30546.26,1,Moto,Zona C
18.0,56442.51,0,Coche,Zona C
17.0,114338.92,0,Coche,Zona C
18.0,15096.73,1,Moto,Zona D
1.0,27609.57,0,Moto,Zona A
19.0,145838.28,0,Camion,Zona C
22.0,41073.76,0,Coche,Zona C
29.0,4450.45,0,Monopatin,Zona B
8.0,66650.78,2,Coche,Zona B
3.0,7058.06,1,Bicicleta,Zona B
26.0,73506.54,0,Furgoneta,Zona A
25.0,116817.61,4,Camion,Zona B
26.0,5998.34,0,Monopatin,Zona B
5.0,130559.92,1,Camion,Zona B
23.0,127893.47,2,Camion,Zona D
8.0,72768.04,2,Coche,Zona A
19.0,70171.55,0,Furgoneta,Zona B
18.0,5718.72,1,Bicicleta,Zona D
18.0,32665.74,0,Moto,Zona A
21.0,26731.99,0,Moto,Zona C
1.0,98787.14,0,Camion,Zona B
15.0,71363.23,2,Furgoneta,Zona A
18.0,3089.1,0,Monopatin,Zona B
29.0,53475.2,0,Coche,Zona C
25.0,44925.9,0,Furgoneta,Zona A
7.0,96368.67,0,Furgoneta,Zona D
16.0,42163.99,0,Coche,Zona A
16.0,69814.89,3,Camion,Zona D
15.0,106333.97,0,Furgoneta,Zona A
6.0,41922.96,0,Moto,Zona D
9.0,56559.81,1,Coche,Zona C
7.0,4571.87,2,Monopatin,Zona C
14.0,5695.84,2,Bicicleta,Zona C
11.0,129426.05,1,Camion,Zona A
21.0,59550.99,0,Coche,Zona C
16.0,8016.54,2,Bicicleta,Zona B
